# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_012191231.1-1	GENE_exon-XM_012191231.1-1	rna-XM_012191231.1	protein_coding	0	1	0	16	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10
exon-XM_012191232.1-1	GENE_exon-XM_012191232.1-1	rna-XM_012191232.1	protein_coding	0	1	0	16	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10
exon-XM_012191233.1-1	GENE_exon-XM_012191233.1-1	rna-XM_012191233.1	protein_coding	0	1	1	15	0	0	0	0	0	0	0	6	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	8
exon-XM_012191234.1-1	GENE_exon-XM_012191234.1-1	rna-XM_012191234.1	protein_coding	0	4	1	14	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	9
exon-XM_012191235.1-1	GENE_exon-XM_012191235.1-1	rna-XM_012191235.1	protein_coding	0	1	0	17	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5
exon-XM_012191236.1-1	GENE_exon-XM_012191236.1-1	rna-XM_012191236.1	protein_coding	0	1	1	9	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5
exon-XM_012191237.1-1	GENE_exon-XM_012191237.1-1	rna-XM_012191237.1	protein_coding	0	0	2	7	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012191238.1-1	GENE_exon-XM_012191238.1-1	rna-XM_012191238.1	protein_coding	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191239.1-1	GENE_exon-XM_012191239.1-1	rna-XM_012191239.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012191240.1-1	GENE_exon-XM_012191240.1-1	rna-XM_012191240.1	protein_coding	0	6	6	34	1	0	6	0	0	0	0	15	0	0	6	6	0	0	0	0	1	0	0	0	0	0	5	7
exon-XM_012191241.1-1	GENE_exon-XM_012191241.1-1	rna-XM_012191241.1	protein_coding	0	3	2	54	3	1	1	0	0	0	0	18	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	31
exon-XM_012191242.1-1	GENE_exon-XM_012191242.1-1	rna-XM_012191242.1	protein_coding	0	1	1	44	0	0	0	0	0	0	0	23	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	15
exon-XM_012191243.1-1	GENE_exon-XM_012191243.1-1	rna-XM_012191243.1	protein_coding	0	4	0	40	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	25
exon-XM_012191244.1-1	GENE_exon-XM_012191244.1-1	rna-XM_012191244.1	protein_coding	0	2	0	36	3	0	3	0	0	0	0	11	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	18
exon-XM_012191245.1-1	GENE_exon-XM_012191245.1-1	rna-XM_012191245.1	protein_coding	0	1	0	29	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14
exon-XM_012191246.1-1	GENE_exon-XM_012191246.1-1	rna-XM_012191246.1	protein_coding	0	2	0	34	1	0	1	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	17
exon-XM_012191247.1-1	GENE_exon-XM_012191247.1-1	rna-XM_012191247.1	protein_coding	0	0	3	33	10	0	0	0	0	0	1	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	15
exon-XM_012191248.1-1	GENE_exon-XM_012191248.1-1	rna-XM_012191248.1	protein_coding	0	4	4	21	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	7
exon-XM_012191249.1-1	GENE_exon-XM_012191249.1-1	rna-XM_012191249.1	protein_coding	0	0	1	20	1	0	1	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012191250.1-1	GENE_exon-XM_012191250.1-1	rna-XM_012191250.1	protein_coding	0	1	0	19	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9
exon-XM_012191251.1-1	GENE_exon-XM_012191251.1-1	rna-XM_012191251.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012191252.1-1	GENE_exon-XM_012191252.1-1	rna-XM_012191252.1	protein_coding	0	0	1	24	0	0	0	0	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012191253.1-1	GENE_exon-XM_012191253.1-1	rna-XM_012191253.1	protein_coding	0	1	0	38	1	0	2	0	0	0	0	11	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	21
exon-XM_012191254.1-1	GENE_exon-XM_012191254.1-1	rna-XM_012191254.1	protein_coding	0	4	2	31	0	0	0	0	0	0	0	22	0	0	2	2	0	0	0	0	1	0	0	0	0	0	3	8
exon-XM_012191255.1-1	GENE_exon-XM_012191255.1-1	rna-XM_012191255.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012191256.1-1	GENE_exon-XM_012191256.1-1	rna-XM_012191256.1	protein_coding	0	1	0	18	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
exon-XM_012191257.1-1	GENE_exon-XM_012191257.1-1	rna-XM_012191257.1	protein_coding	0	0	1	22	2	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191258.1-1	GENE_exon-XM_012191258.1-1	rna-XM_012191258.1	protein_coding	0	1	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012191259.1-1	GENE_exon-XM_012191259.1-1	rna-XM_012191259.1	protein_coding	0	2	0	10	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	6
exon-XM_012191260.1-1	GENE_exon-XM_012191260.1-1	rna-XM_012191260.1	protein_coding	0	0	2	15	1	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_012191261.1-1	GENE_exon-XM_012191261.1-1	rna-XM_012191261.1	protein_coding	0	0	0	15	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012191262.1-1	GENE_exon-XM_012191262.1-1	rna-XM_012191262.1	protein_coding	0	0	0	14	1	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191263.1-1	GENE_exon-XM_012191263.1-1	rna-XM_012191263.1	protein_coding	0	2	0	14	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7
exon-XM_012191264.1-1	GENE_exon-XM_012191264.1-1	rna-XM_012191264.1	protein_coding	1	1	0	15	0	0	0	0	0	0	0	9	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6
exon-XM_012191265.1-1	GENE_exon-XM_012191265.1-1	rna-XM_012191265.1	protein_coding	0	2	2	27	7	0	0	0	0	0	0	8	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	11
exon-XM_012191266.1-1	GENE_exon-XM_012191266.1-1	rna-XM_012191266.1	protein_coding	0	1	0	44	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
exon-XM_012191267.1-1	GENE_exon-XM_012191267.1-1	rna-XM_012191267.1	protein_coding	0	1	0	31	1	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	7
exon-XM_012191268.1-1	GENE_exon-XM_012191268.1-1	rna-XM_012191268.1	protein_coding	0	0	2	18	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012191269.1-1	GENE_exon-XM_012191269.1-1	rna-XM_012191269.1	protein_coding	0	1	0	40	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
exon-XM_012191270.1-1	GENE_exon-XM_012191270.1-1	rna-XM_012191270.1	protein_coding	0	4	1	34	1	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	26
exon-XM_012191271.1-1	GENE_exon-XM_012191271.1-1	rna-XM_012191271.1	protein_coding	0	1	5	35	0	0	10	0	0	0	0	8	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	17
exon-XM_012191272.1-1	GENE_exon-XM_012191272.1-1	rna-XM_012191272.1	protein_coding	0	5	2	56	0	0	0	0	0	0	0	24	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	31
exon-XM_012191273.1-1	GENE_exon-XM_012191273.1-1	rna-XM_012191273.1	protein_coding	0	5	2	49	4	0	0	0	0	0	0	24	0	0	2	2	0	0	0	0	2	0	0	0	0	0	3	21
exon-XM_012191274.1-1	GENE_exon-XM_012191274.1-1	rna-XM_012191274.1	protein_coding	0	3	4	42	1	0	2	0	0	0	0	25	0	0	2	4	0	0	0	0	0	0	0	0	0	0	3	12
exon-XM_012191275.1-1	GENE_exon-XM_012191275.1-1	rna-XM_012191275.1	protein_coding	0	3	2	46	0	1	3	0	0	0	0	30	0	0	4	2	0	0	0	0	1	0	0	0	0	0	1	10
exon-XM_012191276.1-1	GENE_exon-XM_012191276.1-1	rna-XM_012191276.1	protein_coding	0	2	2	48	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	28
exon-XM_012191277.1-1	GENE_exon-XM_012191277.1-1	rna-XM_012191277.1	protein_coding	0	0	1	41	2	0	1	0	0	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	21
exon-XM_012191278.1-1	GENE_exon-XM_012191278.1-1	rna-XM_012191278.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
exon-XM_012191279.1-1	GENE_exon-XM_012191279.1-1	rna-XM_012191279.1	protein_coding	0	1	1	17	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012191280.1-1	GENE_exon-XM_012191280.1-1	rna-XM_012191280.1	protein_coding	0	1	0	9	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6
exon-XM_012191281.1-1	GENE_exon-XM_012191281.1-1	rna-XM_012191281.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191282.1-1	GENE_exon-XM_012191282.1-1	rna-XM_012191282.1	protein_coding	0	0	0	9	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012191283.1-1	GENE_exon-XM_012191283.1-1	rna-XM_012191283.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012191284.1-1	GENE_exon-XM_012191284.1-1	rna-XM_012191284.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
exon-XM_012191285.1-1	GENE_exon-XM_012191285.1-1	rna-XM_012191285.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
exon-XM_012191286.1-1	GENE_exon-XM_012191286.1-1	rna-XM_012191286.1	protein_coding	0	1	0	12	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012191287.1-1	GENE_exon-XM_012191287.1-1	rna-XM_012191287.1	protein_coding	0	2	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
exon-XM_012191288.1-1	GENE_exon-XM_012191288.1-1	rna-XM_012191288.1	protein_coding	0	0	1	10	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
exon-XM_012191289.1-1	GENE_exon-XM_012191289.1-1	rna-XM_012191289.1	protein_coding	0	2	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
exon-XM_012191290.1-1	GENE_exon-XM_012191290.1-1	rna-XM_012191290.1	protein_coding	0	0	0	15	1	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191291.1-1	GENE_exon-XM_012191291.1-1	rna-XM_012191291.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012191292.1-1	GENE_exon-XM_012191292.1-1	rna-XM_012191292.1	protein_coding	0	3	1	23	2	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	15
exon-XM_012191293.1-1	GENE_exon-XM_012191293.1-1	rna-XM_012191293.1	protein_coding	0	0	1	84	0	0	1	0	0	0	0	72	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012191294.1-1	GENE_exon-XM_012191294.1-1	rna-XM_012191294.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012191295.1-1	GENE_exon-XM_012191295.1-1	rna-XM_012191295.1	protein_coding	0	1	0	7	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
exon-XM_012191296.1-1	GENE_exon-XM_012191296.1-1	rna-XM_012191296.1	protein_coding	0	5	2	42	4	0	0	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	14
exon-XM_012191297.1-1	GENE_exon-XM_012191297.1-1	rna-XM_012191297.1	protein_coding	0	4	6	49	6	0	0	0	0	0	0	17	0	0	1	6	0	0	0	0	1	0	0	0	0	0	3	26
exon-XM_012191298.1-1	GENE_exon-XM_012191298.1-1	rna-XM_012191298.1	protein_coding	0	2	2	46	2	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	26
exon-XM_012191299.1-1	GENE_exon-XM_012191299.1-1	rna-XM_012191299.1	protein_coding	0	1	2	45	1	0	0	0	0	0	0	26	0	0	5	2	0	0	0	0	1	0	0	0	0	0	0	14
exon-XM_012191300.1-1	GENE_exon-XM_012191300.1-1	rna-XM_012191300.1	protein_coding	0	1	1	30	0	0	1	0	0	0	0	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16
exon-XM_012191301.1-1	GENE_exon-XM_012191301.1-1	rna-XM_012191301.1	protein_coding	0	3	4	29	5	0	0	0	0	0	0	14	0	0	2	4	0	0	0	0	1	0	0	0	0	0	2	9
exon-XM_012191302.1-1	GENE_exon-XM_012191302.1-1	rna-XM_012191302.1	protein_coding	0	2	1	30	0	0	1	0	0	0	0	16	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	12
exon-XM_012191303.1-1	GENE_exon-XM_012191303.1-1	rna-XM_012191303.1	protein_coding	0	1	0	26	2	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14
exon-XM_012191304.1-1	GENE_exon-XM_012191304.1-1	rna-XM_012191304.1	protein_coding	0	2	0	31	2	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	14
exon-XM_012191305.1-1	GENE_exon-XM_012191305.1-1	rna-XM_012191305.1	protein_coding	0	5	1	40	0	0	0	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	21
exon-XM_012191306.1-1	GENE_exon-XM_012191306.1-1	rna-XM_012191306.1	protein_coding	0	2	6	35	4	0	0	0	1	0	0	9	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	21
exon-XM_012191307.1-1	GENE_exon-XM_012191307.1-1	rna-XM_012191307.1	protein_coding	0	3	9	50	0	0	2	0	0	0	0	22	0	0	1	9	0	0	0	0	0	0	0	0	0	0	3	25
exon-XM_012191308.1-1	GENE_exon-XM_012191308.1-1	rna-XM_012191308.1	protein_coding	0	5	4	45	4	0	5	0	0	0	0	24	0	0	2	4	0	0	0	0	2	0	0	0	0	0	4	11
exon-XM_012191309.1-1	GENE_exon-XM_012191309.1-1	rna-XM_012191309.1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
exon-XM_012191310.1-1	GENE_exon-XM_012191310.1-1	rna-XM_012191310.1	protein_coding	0	4	2	22	1	0	2	0	0	0	0	9	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	10
exon-XM_012191311.1-1	GENE_exon-XM_012191311.1-1	rna-XM_012191311.1	protein_coding	0	0	1	22	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_012191312.1-1	GENE_exon-XM_012191312.1-1	rna-XM_012191312.1	protein_coding	0	1	1	23	0	0	0	0	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	5
exon-XM_012191313.1-1	GENE_exon-XM_012191313.1-1	rna-XM_012191313.1	protein_coding	0	0	0	20	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_012191314.1-1	GENE_exon-XM_012191314.1-1	rna-XM_012191314.1	protein_coding	0	1	0	20	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14
exon-XM_012191315.1-1	GENE_exon-XM_012191315.1-1	rna-XM_012191315.1	protein_coding	0	0	2	23	1	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	16
exon-XM_012191316.1-1	GENE_exon-XM_012191316.1-1	rna-XM_012191316.1	protein_coding	0	0	0	30	1	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_012191317.1-1	GENE_exon-XM_012191317.1-1	rna-XM_012191317.1	protein_coding	0	1	8	54	1	0	0	0	0	0	0	36	0	0	3	8	0	0	0	0	0	0	0	0	0	0	1	14
exon-XM_012191318.1-1	GENE_exon-XM_012191318.1-1	rna-XM_012191318.1	protein_coding	0	3	0	58	1	0	1	0	0	0	0	20	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	36
exon-XM_012191319.1-1	GENE_exon-XM_012191319.1-1	rna-XM_012191319.1	protein_coding	0	7	0	89	9	0	1	0	0	0	0	50	0	0	7	0	0	0	0	0	2	0	0	0	0	0	5	24
exon-XM_012191320.1-1	GENE_exon-XM_012191320.1-1	rna-XM_012191320.1	protein_coding	0	8	19	70	1	0	1	2	1	1	0	33	0	0	2	16	0	0	0	0	2	0	0	0	0	0	6	35
exon-XM_012191321.1-1	GENE_exon-XM_012191321.1-1	rna-XM_012191321.1	protein_coding	0	2	1	70	6	0	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	53
exon-XM_012191322.1-1	GENE_exon-XM_012191322.1-1	rna-XM_012191322.1	protein_coding	0	2	2	6	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	4
exon-XM_012191323.1-1	GENE_exon-XM_012191323.1-1	rna-XM_012191323.1	protein_coding	0	0	0	10	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012191324.1-1	GENE_exon-XM_012191324.1-1	rna-XM_012191324.1	protein_coding	0	1	1	8	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
exon-XM_012191325.1-1	GENE_exon-XM_012191325.1-1	rna-XM_012191325.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012191326.1-1	GENE_exon-XM_012191326.1-1	rna-XM_012191326.1	protein_coding	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012191327.1-1	GENE_exon-XM_012191327.1-1	rna-XM_012191327.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_012191328.1-1	GENE_exon-XM_012191328.1-1	rna-XM_012191328.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012191329.1-1	GENE_exon-XM_012191329.1-1	rna-XM_012191329.1	protein_coding	0	0	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012191330.1-1	GENE_exon-XM_012191330.1-1	rna-XM_012191330.1	protein_coding	0	0	1	17	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
exon-XM_012191331.1-1	GENE_exon-XM_012191331.1-1	rna-XM_012191331.1	protein_coding	0	1	1	22	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	16
exon-XM_012191332.1-1	GENE_exon-XM_012191332.1-1	rna-XM_012191332.1	protein_coding	0	1	1	25	3	0	1	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012191333.1-1	GENE_exon-XM_012191333.1-1	rna-XM_012191333.1	protein_coding	0	1	3	27	5	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	13
exon-XM_012191334.1-1	GENE_exon-XM_012191334.1-1	rna-XM_012191334.1	protein_coding	0	1	3	27	5	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	13
exon-XM_012191335.1-1	GENE_exon-XM_012191335.1-1	rna-XM_012191335.1	protein_coding	0	1	1	31	0	0	1	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16
exon-XM_012191336.1-1	GENE_exon-XM_012191336.1-1	rna-XM_012191336.1	protein_coding	0	1	1	32	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	17
exon-XM_012191337.1-1	GENE_exon-XM_012191337.1-1	rna-XM_012191337.1	protein_coding	0	1	0	33	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	13
exon-XM_012191338.1-1	GENE_exon-XM_012191338.1-1	rna-XM_012191338.1	protein_coding	0	1	4	32	1	0	0	0	1	0	0	10	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	20
exon-XM_012191339.1-1	GENE_exon-XM_012191339.1-1	rna-XM_012191339.1	protein_coding	0	0	0	29	1	0	2	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
exon-XM_012191340.1-1	GENE_exon-XM_012191340.1-1	rna-XM_012191340.1	protein_coding	0	0	0	29	1	0	1	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14
exon-XM_012191341.1-1	GENE_exon-XM_012191341.1-1	rna-XM_012191341.1	protein_coding	0	3	0	28	2	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	13
exon-XM_012191342.1-1	GENE_exon-XM_012191342.1-1	rna-XM_012191342.1	protein_coding	0	3	0	28	2	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	13
exon-XM_012191343.1-1	GENE_exon-XM_012191343.1-1	rna-XM_012191343.1	protein_coding	0	2	3	22	1	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	13
exon-XM_012191344.1-1	GENE_exon-XM_012191344.1-1	rna-XM_012191344.1	protein_coding	0	3	2	36	0	0	1	0	0	0	0	12	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	21
exon-XM_012191345.1-1	GENE_exon-XM_012191345.1-1	rna-XM_012191345.1	protein_coding	0	1	3	40	8	0	0	0	0	0	0	16	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	15
exon-XM_012191346.1-1	GENE_exon-XM_012191346.1-1	rna-XM_012191346.1	protein_coding	0	1	3	28	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	18
exon-XM_012191347.1-1	GENE_exon-XM_012191347.1-1	rna-XM_012191347.1	protein_coding	0	2	1	48	0	0	0	0	0	0	0	22	0	0	6	1	0	0	0	0	0	0	0	0	0	0	2	20
exon-XM_012191348.1-1	GENE_exon-XM_012191348.1-1	rna-XM_012191348.1	protein_coding	0	1	2	25	2	0	0	0	0	0	0	16	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	7
exon-XM_012191349.1-1	GENE_exon-XM_012191349.1-1	rna-XM_012191349.1	protein_coding	0	1	1	26	1	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	19
exon-XM_012191350.1-1	GENE_exon-XM_012191350.1-1	rna-XM_012191350.1	protein_coding	0	1	0	26	2	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
exon-XM_012191351.1-1	GENE_exon-XM_012191351.1-1	rna-XM_012191351.1	protein_coding	0	2	0	27	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	20
exon-XM_012191352.1-1	GENE_exon-XM_012191352.1-1	rna-XM_012191352.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012191353.1-1	GENE_exon-XM_012191353.1-1	rna-XM_012191353.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
exon-XM_012191354.1-1	GENE_exon-XM_012191354.1-1	rna-XM_012191354.1	protein_coding	0	1	1	15	0	0	0	0	0	0	0	9	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	3
exon-XM_012191355.1-1	GENE_exon-XM_012191355.1-1	rna-XM_012191355.1	protein_coding	0	1	0	17	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
exon-XM_012191356.1-1	GENE_exon-XM_012191356.1-1	rna-XM_012191356.1	protein_coding	0	2	3	14	0	0	2	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	8
exon-XM_012191357.1-1	GENE_exon-XM_012191357.1-1	rna-XM_012191357.1	protein_coding	0	2	1	13	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6
